,Unnamed: 0,subject,professor,lecture_type,time,building,building_room_number,parsed_times,latitude,longitude
645,645,데이터과학기초,김철수,일반,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B",전주:공과대학1호관,246,"[('Wednesday', datetime.time(12, 0), datetime.time(12, 30)), ('Wednesday', datetime.time(12, 30), datetime.time(13, 0)), ('Friday', datetime.time(11, 0), datetime.time(11, 30)), ('Friday', datetime.time(11, 30), datetime.time(12, 0)), ('Friday', datetime.time(12, 0), datetime.time(12, 30)), ('Friday', datetime.time(12, 30), datetime.time(13, 0))]",35.846595,127.132551
646,646,데이터구조및프로그래밍실습,이종열,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B",전주:공과대학7호관,105,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0))]",35.846049,127.134447
647,647,데이터구조및프로그래밍실습,이상준,일반,"화 8-A,화 8-B,목 6-A,목 6-B,목 7-A,목 7-B",전주:공과대학7호관,105,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0))]",35.846049,127.134447
648,648,데이터구조및프로그래밍실습,조형기,일반,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B",전주:공과대학7호관,105,"[('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.846049,127.134447
649,649,데이터기반헬스케어기술 1,양윤석,일반,"화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B",전주:공과대학1호관,161,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0)), ('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0))]",35.846595,127.132551
650,650,데이터마이닝,양재경,일반,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A",전주:공과대학6호관,407,"[('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0)), ('Thursday', datetime.time(17, 0), datetime.time(17, 30))]",35.847064,127.134499
651,651,데이터마이닝,김광수,일반,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B",전주:자연과학대학본관,221,"[('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.847417,127.130748
652,652,데이터마이닝특강,안정용,일반,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B",전주:자연과학대학본관,221,"[('Monday', datetime.time(19, 0), datetime.time(19, 30)), ('Monday', datetime.time(19, 30), datetime.time(20, 0)), ('Monday', datetime.time(20, 0), datetime.time(20, 30)), ('Monday', datetime.time(20, 30), datetime.time(21, 0)), ('Monday', datetime.time(21, 0), datetime.time(21, 30)), ('Monday', datetime.time(21, 30), datetime.time(22, 0))]",35.847417,127.130748
653,653,데이터마이닝특론(Advanced Data Mining),류덕산,일반,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B",전주:공과대학5호관,509,"[('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Tuesday', datetime.time(21, 0), datetime.time(21, 30)), ('Tuesday', datetime.time(21, 30), datetime.time(22, 0))]",35.847589,127.13122
654,654,데이터베이스,양재동,블렌디드러닝,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B",전주:공과대학7호관,330,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0))]",35.846049,127.134447
655,655,데이터베이스,류금한,일반,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B",전주:공과대학7호관,204,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(9, 0), datetime.time(9, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.846049,127.134447
656,656,데이터베이스,최선오,일반,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B",전주:공과대학5호관,507,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0))]",35.847589,127.13122
657,657,데이터베이스,김형근,일반,"화 3-A,화 3-B,화 4-A,화 4-B,화 5-A,화 5-B",전주:공과대학3호관,311,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Tuesday', datetime.time(12, 0), datetime.time(12, 30)), ('Tuesday', datetime.time(12, 30), datetime.time(13, 0)), ('Tuesday', datetime.time(13, 0), datetime.time(13, 30)), ('Tuesday', datetime.time(13, 30), datetime.time(14, 0))]",35.846905,127.133528
658,658,데이터베이스및실습,정지용,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B,수 2-A,수 2-B",전주:공과대학1호관,302,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0))]",35.846595,127.132551
659,659,데이터베이스설계(Database Design),배준수,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:공과대학6호관,508,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.847064,127.134499
660,660,데이터베이스시스템설계,노혜민,일반,"토 5-A,토 5-B,토 6-A,토 6-B,토 7-A,토 7-B",전주:공과대학5호관,507,"[('Saturday', datetime.time(13, 0), datetime.time(13, 30)), ('Saturday', datetime.time(13, 30), datetime.time(14, 0)), ('Saturday', datetime.time(14, 0), datetime.time(14, 30)), ('Saturday', datetime.time(14, 30), datetime.time(15, 0)), ('Saturday', datetime.time(15, 0), datetime.time(15, 30)), ('Saturday', datetime.time(15, 30), datetime.time(16, 0))]",35.847589,127.13122
661,661,데이터분석실무,안영신,일반,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B",전주:공과대학5호관,414,"[('Wednesday', datetime.time(19, 0), datetime.time(19, 30)), ('Wednesday', datetime.time(19, 30), datetime.time(20, 0)), ('Wednesday', datetime.time(20, 0), datetime.time(20, 30)), ('Wednesday', datetime.time(20, 30), datetime.time(21, 0)), ('Wednesday', datetime.time(21, 0), datetime.time(21, 30)), ('Wednesday', datetime.time(21, 30), datetime.time(22, 0))]",35.847589,127.13122
662,662,데이터시각화,이종영,일반,"화 8-A,화 8-B,화 9-A,목 6-B,목 7-A,목 7-B",전주:공과대학6호관,508,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0))]",35.847064,127.134499
663,663,데이터시각화설계,윤준선,일반,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B",전주:농업생명과학대학본관,302,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0)), ('Wednesday', datetime.time(17, 0), datetime.time(17, 30)), ('Wednesday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(18, 0), datetime.time(18, 30)), ('Wednesday', datetime.time(18, 30), datetime.time(19, 0))]",35.849287,127.133276
664,664,도로공학특론,임치수,일반,"월 11-A,월 11-B,월 12-A,월 12-B,월 13-A,월 13-B",전주:공과대학1호관,262,"[('Monday', datetime.time(19, 0), datetime.time(19, 30)), ('Monday', datetime.time(19, 30), datetime.time(20, 0)), ('Monday', datetime.time(20, 0), datetime.time(20, 30)), ('Monday', datetime.time(20, 30), datetime.time(21, 0)), ('Monday', datetime.time(21, 0), datetime.time(21, 30)), ('Monday', datetime.time(21, 30), datetime.time(22, 0))]",35.846595,127.132551
665,665,도시개발론,황지욱,원격강좌(콘텐츠),"월 6-A,월 6-B,월 7-A,월 7-B,수 2-A,수 2-B",전주:공과대학9호관,914,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0))]",35.847639,127.133651
666,666,도시경관론,김현숙,일반,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B",전주:공과대학9호관,914,"[('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Tuesday', datetime.time(21, 0), datetime.time(21, 30)), ('Tuesday', datetime.time(21, 30), datetime.time(22, 0))]",35.847639,127.133651
667,667,도시계획론,김유정,일반,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B",전주:공과대학9호관,914,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0))]",35.847639,127.133651
668,668,도시공간조사분석론,유성필,일반,"금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B",전주:공과대학9호관,202,"[('Friday', datetime.time(15, 0), datetime.time(15, 30)), ('Friday', datetime.time(15, 30), datetime.time(16, 0)), ('Friday', datetime.time(16, 0), datetime.time(16, 30)), ('Friday', datetime.time(16, 30), datetime.time(17, 0)), ('Friday', datetime.time(17, 0), datetime.time(17, 30)), ('Friday', datetime.time(17, 30), datetime.time(18, 0))]",35.847639,127.133651
669,669,도시공원계획,양병선,일반,"목 6-A,목 6-B,목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B",전주:농업생명과학대학3호관,316,"[('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0)), ('Thursday', datetime.time(17, 0), datetime.time(17, 30)), ('Thursday', datetime.time(17, 30), datetime.time(18, 0))]",35.848656,127.134553
670,670,도시종합설계,김현숙,일반,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B,수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B",전주:공과대학9호관,915,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Monday', datetime.time(18, 0), datetime.time(18, 30)), ('Monday', datetime.time(18, 30), datetime.time(19, 0)), ('Wednesday', datetime.time(13, 0), datetime.time(13, 30)), ('Wednesday', datetime.time(13, 30), datetime.time(14, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0)), ('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0))]",35.847639,127.133651
671,671,도작및실습,정남진,일반,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A,목 4-B",전주:농업생명과학대학2호관,401,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(12, 0), datetime.time(12, 30)), ('Thursday', datetime.time(12, 30), datetime.time(13, 0))]",35.849073,127.132036
672,672,동물발생학,정상윤,일반,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B",전주:자연과학대학4호관,312,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Monday', datetime.time(18, 0), datetime.time(18, 30)), ('Monday', datetime.time(18, 30), datetime.time(19, 0))]",35.846644,127.130729
673,673,동물백신학,강다래,일반,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B",전주:농업생명과학대학본관,303,"[('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.849287,127.133276
674,674,동물분류학및실험,박종영,일반,"화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B",전주:자연과학대학2호관,409,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0)), ('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0))]",35.845097,127.128906
675,675,동물분자유전학,고요한,일반,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B",전주:농업생명과학대학본관,402,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0))]",35.849287,127.133276
676,676,동물사양시스템학,허재영,일반,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B",전주:농업생명과학대학본관,302,"[('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.849287,127.133276
677,677,동물생리학,김종국,일반,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B",전주:농업생명과학대학3호관,406,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0))]",35.848656,127.134553
678,678,동물생리학,김환규,일반,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B",전주:자연과학대학2호관,402,"[('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.845097,127.128906
679,679,동물생명과학연구,정종현,일반,"화 8-A,화 8-B,화 9-A,화 9-B,화 10-A,화 10-B",전주:농업생명과학대학본관,402,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0)), ('Tuesday', datetime.time(18, 0), datetime.time(18, 30)), ('Tuesday', datetime.time(18, 30), datetime.time(19, 0))]",35.849287,127.133276
680,680,동물영양생화학,허재영,일반,"수 4-A,수 4-B,수 5-A,수 5-B,수 6-A,수 6-B",전주:농업생명과학대학본관,303,"[('Wednesday', datetime.time(12, 0), datetime.time(12, 30)), ('Wednesday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(13, 0), datetime.time(13, 30)), ('Wednesday', datetime.time(13, 30), datetime.time(14, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.849287,127.133276
681,681,동물영양학,허재영,일반,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B",전주:농업생명과학대학본관,402,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0))]",35.849287,127.133276
682,682,동물유전육종학,신동현,일반,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B",전주:농업생명과학대학3호관,411,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Friday', datetime.time(14, 0), datetime.time(14, 30)), ('Friday', datetime.time(14, 30), datetime.time(15, 0)), ('Friday', datetime.time(15, 0), datetime.time(15, 30)), ('Friday', datetime.time(15, 30), datetime.time(16, 0))]",35.848656,127.134553
683,683,동물유전학,최호성,일반,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B",전주:농업생명과학대학본관,402,"[('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.849287,127.133276
684,684,동물육종학,나종삼,일반,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B",전주:농업생명과학대학본관,302,"[('Monday', datetime.time(13, 0), datetime.time(13, 30)), ('Monday', datetime.time(13, 30), datetime.time(14, 0)), ('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0))]",35.849287,127.133276
685,685,동물조직학특론,박종영,일반,"수 2-A,수 2-B,금 1-A,금 1-B,금 2-A,금 2-B",전주:자연과학대학2호관,409,"[('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0)), ('Friday', datetime.time(9, 0), datetime.time(9, 30)), ('Friday', datetime.time(9, 30), datetime.time(10, 0)), ('Friday', datetime.time(10, 0), datetime.time(10, 30)), ('Friday', datetime.time(10, 30), datetime.time(11, 0))]",35.845097,127.128906
686,686,동물진단과학,조호성,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B",전주:농업생명과학대학본관,302,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0))]",35.849287,127.133276
687,687,동물후생유전학,최현우,일반,"화 5-A,화 5-B,화 6-A,화 6-B,화 7-A,화 7-B",전주:농업생명과학대학3호관,222,"[('Tuesday', datetime.time(13, 0), datetime.time(13, 30)), ('Tuesday', datetime.time(13, 30), datetime.time(14, 0)), ('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0))]",35.848656,127.134553
688,688,동역학,이일재,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B",전주:공과대학3호관,401,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0))]",35.846905,127.133528
689,689,동역학,이일재,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:공과대학3호관,401,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.846905,127.133528
690,690,동역학,김필기,블렌디드러닝,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B",전주:공과대학9호관,302,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0))]",35.847639,127.133651
691,691,동역학,김필기,일반,"화 3-A,화 3-B,화 4-A,화 4-B,목 2-A,목 2-B",전주:공과대학9호관,302,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Tuesday', datetime.time(12, 0), datetime.time(12, 30)), ('Tuesday', datetime.time(12, 30), datetime.time(13, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.847639,127.133651
692,692,동역학,김필기,일반,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B",전주:공과대학9호관,205,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0))]",35.847639,127.133651
693,693,동역학,김은호,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:공과대학3호관,409,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.846905,127.133528
694,694,동역학,김은호,일반,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B",전주:공과대학3호관,410,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0))]",35.846905,127.133528
